"eco_values","species","latitude","longitude","date_obs","source","occurrence_id","tmax_mean_c","prec_mean_annual","current_july_temp_c","future_july_2050_c","july_temp_change_c","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","NDVI"
55,"Ursus arctos horribilis",59.291992,-125.942482,2026-05-20,"inat",148,4.31153846153848,33,16.05,18.95,2.90000000000003,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",687,0.4935
55,"Ursus arctos",50.849707,-115.398535,2026-05-07,"gbif",212,3.28076923076924,54.5,11.95,14.95,3,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",1901,0.6291
55,"Ursus arctos",49.178463,-114.167457,2026-05-15,"gbif",195,3.37307692307695,132,11.45,14.55,3.09999999999997,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",1920,0.4769
55,"Ursus arctos horribilis",51.2281010271,-115.9767857969,2026-06-01,"inat",141,1.09615384615387,50.5,10.05,13.15,3.10000000000002,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2027,0.6069
55,"Ursus arctos",49.178463,-114.167457,2026-05-15,"gbif",14,3.37307692307695,132,11.45,14.55,3.09999999999997,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",1920,0.4769
56,"Ursus arctos",51.524556,-116.058871,2025-05-18,"gbif",268,-0.249999999999943,62.5,8.65000000000003,11.65,3,"Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2243,0.463
56,"Ursus arctos",51.524556,-116.058871,2025-05-18,"gbif",87,-0.249999999999943,62.5,8.65000000000003,11.65,3,"Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2243,0.463
68,"Ursus arctos",60.297024,-134.253413,2025-05-18,"gbif",244,3.25,34,15.15,18.2500000000001,3.10000000000002,"Boreal","Dry","Forest","Plains","Boreal Dry",12,102,33,"Boreal Dry Forest on Plains","#0C6621",668,0.5686
68,"Ursus arctos",60.297024,-134.253413,2025-05-18,"gbif",63,3.25,34,15.15,18.2500000000001,3.10000000000002,"Boreal","Dry","Forest","Plains","Boreal Dry",12,102,33,"Boreal Dry Forest on Plains","#0C6621",668,0.5686
90,"Ursus arctos",62.108632,-136.07715,2026-05-24,"gbif",34,2.08076923076931,6.5,16.15,19.05,2.89999999999998,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",757,0.5231
90,"Ursus arctos",60.942739,-135.324639,2025-05-12,"gbif",78,0.419230769230808,34,12.35,15.2500000000001,2.90000000000003,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",1232,0.5639
90,"Ursus arctos",63.938217,-139.675246,2025-04-08,"gbif",47,-0.026923076923083,13,17.45,20.15,2.69999999999999,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",356,0.6617
90,"Ursus arctos",60.942739,-135.324639,2025-05-12,"gbif",259,0.419230769230808,34,12.35,15.2500000000001,2.90000000000003,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",1232,0.5639
90,"Ursus arctos",59.731953,-133.756042,2025-05-07,"gbif",57,3.58846153846162,42,13.95,16.7500000000001,2.80000000000001,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",752,0.6148
90,"Ursus arctos",60.76463,-135.159203,2025-04-26,"gbif",224,2.80384615384617,31,15.15,18.15,3,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",751,0.5061
90,"Ursus arctos",59.731953,-133.756042,2025-05-07,"gbif",238,3.58846153846162,42,13.95,16.7500000000001,2.80000000000001,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",752,0.6148
90,"Ursus arctos horribilis",62.108631584,-136.0771499215,2026-05-24,"inat",147,2.08076923076931,6.5,16.15,19.05,2.89999999999998,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",757,0.5231
90,"Ursus arctos",60.738666,-135.941173,2025-05-03,"gbif",82,0.57307692307694,30,12.85,15.7500000000001,2.90000000000003,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",850,0.5457
90,"Ursus arctos",60.76463,-135.159203,2025-04-26,"gbif",43,2.80384615384617,31,15.15,18.15,3,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",751,0.5061
90,"Ursus arctos",63.938217,-139.675246,2025-04-08,"gbif",228,-0.026923076923083,13,17.45,20.15,2.69999999999999,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",356,0.6617
90,"Ursus arctos",60.738666,-135.941173,2025-05-03,"gbif",263,0.57307692307694,30,12.85,15.7500000000001,2.90000000000003,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",850,0.5457
90,"Ursus arctos",62.108632,-136.07715,2026-05-24,"gbif",215,2.08076923076931,6.5,16.15,19.05,2.89999999999998,"Boreal","Dry","Forest","Mountains","Boreal Dry",35,119,109,"Boreal Dry Forest on Mountains","#23776D",757,0.5231
96,"Ursus arctos",53.741249,-122.211956,2026-04-18,"gbif",5,8.55769230769238,49.5,15.45,18.35,2.89999999999998,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",864,0.715
96,"Ursus arctos",50.236462,-116.963991,2025-05-24,"gbif",54,12.6192307692309,128.5,20.85,23.95,3.10000000000002,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",601,0.6907
96,"Ursus arctos horribilis",49.2972666667,-117.8338972222,2017-05-22,"inat",172,9.95769230769235,153,17.65,20.7500000000001,3.10000000000002,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1350,0.6766
96,"Ursus arctos",53.741249,-122.211956,2026-04-18,"gbif",186,8.55769230769238,49.5,15.45,18.35,2.89999999999998,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",864,0.715
96,"Ursus arctos",50.236462,-116.963991,2025-05-24,"gbif",235,12.6192307692309,128.5,20.85,23.95,3.10000000000002,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",601,0.6907
97,"Ursus arctos",51.023556,-115.982029,2026-05-17,"gbif",20,6.93461538461537,46,15.95,19.05,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1444,0.5113
97,"Ursus arctos",50.667193,-115.953641,2026-05-12,"gbif",12,6.14230769230767,82,14.55,17.55,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1761,0.6921
97,"Ursus arctos",49.349084,-114.376348,2025-04-30,"gbif",46,4.96538461538466,116,13.05,16.15,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1632,0.6835
97,"Ursus arctos",52.439062,-125.870763,2025-04-30,"gbif",45,8.8269230769231,107.5,14.45,17.35,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1059,0.6255
97,"Ursus arctos",49.3820119137,-123.0785953067,NA,"inat",166,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos",49.3824083333,-123.0786888333,2025-10-12,"inat",98,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos horribilis",53.1103170312,-117.3428226759,2026-06-08,"inat",112,5.31923076923078,25.5,12.55,15.45,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1507,0.5403
97,"Ursus arctos",50.27153,-116.972582,2025-04-24,"gbif",49,11.9653846153846,132.5,20.2500000000001,23.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",745,0.7156
97,"Ursus arctos horribilis",54.7974907997,-127.5253246,2026-06-01,"inat",134,6.62692307692311,76.5,13.55,16.35,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",880,0.6059
97,"Ursus arctos",54.752125,-127.253983,2026-05-23,"gbif",30,5.03461538461539,77,11.7500000000001,14.55,2.79999999999995,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1117,0.6575
97,"Ursus arctos horribilis",51.3122945337,-116.0098969264,2026-06-12,"inat",94,4.82692307692309,34.5,13.65,16.65,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1626,0.6224
97,"Ursus arctos",51.355946,-116.083588,2026-05-20,"gbif",200,4.72692307692313,40.5,13.65,16.65,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1580,0.4972
97,"Ursus arctos horribilis",53.1417220044,-117.444843478,2026-05-28,"inat",138,5.87307692307695,23,13.15,16.05,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1466,0.5948
97,"Ursus arctos",51.3022,-117.518295,2026-05-17,"gbif",25,6.15000000000003,186.5,14.55,17.55,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1538,0.1297
97,"Ursus arctos",49.604384,-117.125791,2026-04-15,"gbif",4,13.6961538461539,108.5,21.45,24.45,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",863,0.5486
97,"Ursus arctos",51.754299,-127.807972,2026-05-06,"gbif",17,10.0884615384616,404,12.55,14.7500000000001,2.20000000000005,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",331,0.6207
97,"Ursus arctos",52.4065666667,-126.1272583333,2026-06-11,"inat",102,13.3423076923078,86,18.7500000000001,21.65,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",575,0.6731
97,"Ursus arctos",51.355946,-116.083588,2026-05-20,"gbif",19,4.72692307692313,40.5,13.65,16.65,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1580,0.4972
97,"Ursus arctos",51.242958,-116.653293,2025-05-15,"gbif",56,7.36538461538464,88,16.35,19.35,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1431,0.4279
97,"Ursus arctos",53.804392,-123.059611,2025-05-03,"gbif",88,9.24230769230769,37,16.45,19.35,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",772,0.6157
97,"Ursus arctos horribilis",51.3022,-117.518295,2026-05-17,"inat",173,6.15000000000003,186.5,14.55,17.55,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1538,0.1297
97,"Ursus arctos",51.375048,-117.470435,2026-05-25,"gbif",27,6.98846153846159,141.5,15.35,18.35,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1271,0.6798
97,"Ursus arctos",50.269823,-116.973615,2025-04-24,"gbif",48,11.9653846153846,132.5,20.2500000000001,23.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",745,0.7156
97,"Ursus arctos",50.666042,-117.598347,2025-05-09,"gbif",69,10.2576923076923,198.5,18.35,21.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1071,0.6918
97,"Ursus arctos",50.893525,-122.875892,2025-05-30,"gbif",70,8.12692307692311,90,14.35,16.7500000000001,2.40000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1075,0.3249
97,"Ursus arctos",50.64437,-117.839217,2025-05-21,"gbif",71,12.0807692307692,164,19.85,22.95,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",569,0.6977
97,"Ursus arctos",50.886372,-115.131827,2026-05-03,"gbif",11,6.09615384615392,36.5,13.85,16.95,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1577,0.5875
97,"Ursus arctos",52.936266,-118.132172,2025-05-18,"gbif",60,4.27307692307693,38.5,12.65,15.55,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1628,0.5197
97,"Ursus arctos horribilis",52.8237377087,-118.0356161169,2026-06-03,"inat",127,6.573076923077,25,15.2500000000001,18.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1092,0.2333
97,"Ursus arctos",50.032723,-123.180483,2026-05-31,"gbif",35,6.08846153846156,427.5,11.55,13.7500000000001,2.20000000000005,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1204,0.6647
97,"Ursus arctos horribilis",51.3750475086,-117.4704349482,2026-05-25,"inat",152,6.98846153846159,141.5,15.35,18.35,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1271,0.6798
97,"Ursus arctos",54.6179777778,-129.9114694444,2026-06-04,"inat",117,9.6192307692308,243,14.35,16.7500000000001,2.40000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",320,0.7977
97,"Ursus arctos",50.674778,-117.630977,2025-05-09,"gbif",52,10.4884615384616,200,18.55,21.65,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,0.6998
97,"Ursus arctos",50.599068,-114.608107,2026-05-31,"gbif",39,6.52692307692314,36.5,13.35,16.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1620,0.647
97,"Ursus arctos",51.267899,-117.535613,2025-05-22,"gbif",240,3.8346153846154,177.5,12.2500000000001,15.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1547,0.6912
97,"Ursus arctos",50.651836,-114.429997,2025-04-13,"gbif",41,8.37307692307701,31.5,14.65,17.7500000000001,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1409,0.4686
97,"Ursus arctos",56.337554,-129.332651,2025-04-22,"gbif",42,7.44230769230774,83.5,16.05,18.85,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",416,0.6396
97,"Ursus arctos",49.1572970041,-113.8989828843,2026-06-07,"inat",123,7.27307692307693,91,14.95,18.05,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1556,0.3419
97,"Ursus arctos",52.43828,-126.21892,2025-04-29,"gbif",44,13.3038461538462,101,18.7500000000001,21.65,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",384,0.7364
97,"Ursus arctos",50.63737,-116.026795,2025-05-26,"gbif",85,8.62692307692311,60,16.95,19.95,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1483,0.5219
97,"Ursus arctos",51.3022,-117.518295,2026-05-17,"gbif",206,6.15000000000003,186.5,14.55,17.55,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1538,0.1297
97,"Ursus arctos",50.0604138333,-114.9114216667,2026-06-11,"inat",100,8.03461538461545,55,16.35,19.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1359,0.5349
97,"Ursus arctos horribilis",51.100178974,-115.4065680918,2026-04-03,"inat",128,5.62692307692311,30,13.95,17.05,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1670,0.7016
97,"Ursus arctos",49.38212,-123.0789805,2024-08-06,"inat",142,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos",50.671423,-117.621363,2025-05-09,"gbif",50,10.3576923076923,198.5,18.45,21.55,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,0.6998
97,"Ursus arctos",52.867186,-118.02673,2025-05-25,"gbif",65,5.32692307692304,25.5,13.95,16.85,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1335,0.2032
97,"Ursus arctos horribilis",54.9743175997,-122.9906804,2024-07-10,"inat",132,6.94230769230774,63,15.65,18.55,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",782,0.5764
97,"Ursus arctos",51.287345,-117.51383,2025-05-22,"gbif",66,6.0423076923077,168.5,14.45,17.45,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1428,0.2838
97,"Ursus arctos",56.1001333333,-129.3062133333,2026-05-19,"inat",174,7.6576923076924,98.5,16.05,18.85,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",339,0.8336
97,"Ursus arctos",51.776116,-127.805975,2026-05-09,"gbif",15,12.1884615384615,363,14.35,16.55,2.19999999999999,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",301,0.75
97,"Ursus arctos",49.382195,-123.0785361667,2025-10-12,"inat",96,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos",49.3824116667,-123.0786888333,2025-10-12,"inat",97,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos horribilis",54.6490029,-129.763841,2026-05-24,"inat",151,4.01153846153846,265,8.35000000000002,10.85,2.5,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",783,0.0147
97,"Ursus arctos",51.267899,-117.535613,2025-05-22,"gbif",59,3.8346153846154,177.5,12.2500000000001,15.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1547,0.6912
97,"Ursus arctos",49.710151,-118.746121,2026-05-22,"gbif",33,8.57307692307694,92,15.35,18.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1201,0.6915
97,"Ursus arctos",50.353523,-122.781375,2026-05-18,"gbif",21,8.58076923076925,145.5,14.55,16.85,2.30000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",858,0.7411
97,"Ursus arctos",51.707305,-124.488887,2025-05-28,"gbif",75,3.89615384615388,63.5,10.2500000000001,12.65,2.39999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1568,0.6153
97,"Ursus arctos horribilis",53.042434311,-117.2039550187,2025-08-14,"inat",103,4.74230769230775,27.5,11.85,14.7500000000001,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1547,0.5729
97,"Ursus arctos horribilis",54.9743071997,-122.9906677997,2024-07-10,"inat",131,6.94230769230774,63,15.65,18.55,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",782,0.5764
97,"Ursus arctos horribilis",52.8666231299,-118.0796216009,2026-06-10,"inat",105,6.79615384615386,24,15.45,18.35,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1061,0.1982
97,"Ursus arctos horribilis",49.0507912516,-114.10310887,2026-06-08,"inat",119,4.17307692307691,134,12.45,15.45,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2006,0.4526
97,"Ursus arctos",49.349084,-114.376348,2025-04-30,"gbif",227,4.96538461538466,116,13.05,16.15,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1632,0.6835
97,"Ursus arctos",52.983153,-117.687403,2025-05-28,"gbif",81,4.82692307692309,25,13.05,15.95,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1442,0.6316
97,"Ursus arctos horribilis",49.3854624707,-123.0762275829,2026-05-28,"inat",149,7.92692307692312,428.5,11.7500000000001,14.35,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.5235
97,"Ursus arctos",50.27153,-116.972582,2025-04-24,"gbif",230,11.9653846153846,132.5,20.2500000000001,23.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",745,0.7156
97,"Ursus arctos",54.749717,-127.269225,2025-05-25,"gbif",84,6.10384615384618,67.5,13.05,15.85,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1130,0.6465
97,"Ursus arctos",50.886372,-115.131827,2026-05-03,"gbif",192,6.09615384615392,36.5,13.85,16.95,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1577,0.5875
97,"Ursus arctos",52.867186,-118.02673,2025-05-25,"gbif",246,5.32692307692304,25.5,13.95,16.85,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1335,0.2032
97,"Ursus arctos",51.287345,-117.51383,2025-05-22,"gbif",247,6.0423076923077,168.5,14.45,17.45,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1428,0.2838
97,"Ursus arctos",49.3801396,-123.081458,2008-06-19,"inat",168,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos",50.927063,-116.006186,2026-05-30,"gbif",36,7.38846153846157,54,16.2500000000001,19.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,0.6684
97,"Ursus arctos horribilis",54.752125,-127.2539833333,2026-05-23,"inat",157,5.03461538461539,77,11.7500000000001,14.55,2.79999999999995,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1117,0.6575
97,"Ursus arctos horribilis",49.7101513276,-118.7461212957,2026-05-22,"inat",158,8.57307692307694,92,15.35,18.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1201,0.6915
97,"Ursus arctos",50.64437,-117.839217,2025-05-21,"gbif",252,12.0807692307692,164,19.85,22.95,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",569,0.6977
97,"Ursus arctos",52.439062,-125.870763,2025-04-30,"gbif",226,8.8269230769231,107.5,14.45,17.35,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1059,0.6255
97,"Ursus arctos",49.710151,-118.746121,2026-05-22,"gbif",214,8.57307692307694,92,15.35,18.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1201,0.6915
