"eco_values","species","latitude","longitude","date_obs","source","occurrence_id","tmax_mean_c","prec_mean_annual","current_july_temp_c","future_july_2050_c","july_temp_change_c","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","NDVI"
97,"Ursus arctos horribilis",54.5266444288,-119.5067766617,2026-06-07,"inat",122,4.65769230769229,59,11.7500000000001,14.55,2.79999999999995,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1364,0.5971
97,"Ursus arctos",50.032723,-123.180483,2026-05-31,"gbif",216,6.08846153846156,427.5,11.55,13.7500000000001,2.20000000000005,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1204,0.6647
97,"Ursus arctos horribilis",52.9353384189,-118.1135498676,2026-06-02,"inat",137,4.95000000000005,33,13.35,16.2500000000001,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1470,0.6219
97,"Ursus arctos horribilis",49.3828198,-123.079293,2026-05-29,"inat",125,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7808
97,"Ursus arctos horribilis",52.6019541676,-117.8019440143,2026-05-27,"inat",99,4.51153846153852,41.5,13.7500000000001,16.7500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1532,0.6488
97,"Ursus arctos",50.599068,-114.608107,2026-05-31,"gbif",220,6.52692307692314,36.5,13.35,16.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1620,0.647
97,"Ursus arctos horribilis",53.736758732,-118.3802845844,2025-07-25,"inat",101,5.71153846153851,28,12.35,15.2500000000001,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1447,0.5715
97,"Ursus arctos",50.651836,-114.429997,2025-04-13,"gbif",222,8.37307692307701,31.5,14.65,17.7500000000001,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1409,0.4686
97,"Ursus arctos",50.666042,-117.598347,2025-05-09,"gbif",250,10.2576923076923,198.5,18.35,21.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1071,0.6918
97,"Ursus arctos",54.752125,-127.253983,2026-05-23,"gbif",211,5.03461538461539,77,11.7500000000001,14.55,2.79999999999995,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1117,0.6575
97,"Ursus arctos horribilis",50.9270633333,-116.0061861167,2026-05-30,"inat",145,7.38846153846157,54,16.2500000000001,19.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,0.6684
97,"Ursus arctos",49.604384,-117.125791,2026-04-15,"gbif",185,13.6961538461539,108.5,21.45,24.45,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",863,0.5486
97,"Ursus arctos",50.63737,-116.026795,2025-05-26,"gbif",266,8.62692307692311,60,16.95,19.95,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1483,0.5219
97,"Ursus arctos",49.1878074205,-120.9589824826,2026-06-02,"inat",135,9.72692307692307,195,14.2500000000001,17.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1298,0.6763
97,"Ursus arctos",50.269823,-116.973615,2025-04-24,"gbif",229,11.9653846153846,132.5,20.2500000000001,23.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",745,0.7156
97,"Ursus arctos",51.707305,-124.488887,2025-05-28,"gbif",256,3.89615384615388,63.5,10.2500000000001,12.65,2.39999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1568,0.6153
97,"Ursus arctos",50.671423,-117.621363,2025-05-09,"gbif",231,10.3576923076923,198.5,18.45,21.55,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,0.6998
97,"Ursus arctos horribilis",51.0235561259,-115.9820285202,2026-05-17,"inat",165,6.93461538461537,46,15.95,19.05,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1444,0.5113
97,"Ursus arctos",52.892579,-117.915862,2025-05-30,"gbif",73,4.78846153846149,31.5,13.35,16.2500000000001,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1593,0.6352
97,"Ursus arctos horribilis",50.0681149246,-123.1085210929,2022-05-24,"inat",153,11.4653846153847,238,17.2500000000001,19.45,2.19999999999999,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",619,0.7743
97,"Ursus arctos",49.3824083333,-123.0786888333,2025-10-12,"inat",115,8.38846153846157,413,12.2500000000001,14.85,2.59999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",916,0.7926
97,"Ursus arctos",50.5990684904,-114.6081072923,2026-05-31,"inat",143,6.52692307692314,36.5,13.35,16.45,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1620,0.647
97,"Ursus arctos horribilis",50.0327229271,-123.1804834264,2026-05-31,"inat",144,6.08846153846156,427.5,11.55,13.7500000000001,2.20000000000005,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1204,0.6647
97,"Ursus arctos",51.754299,-127.807972,2026-05-06,"gbif",198,10.0884615384616,404,12.55,14.7500000000001,2.20000000000005,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",331,0.6207
97,"Ursus arctos",53.804392,-123.059611,2025-05-03,"gbif",269,9.24230769230769,37,16.45,19.35,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",772,0.6157
97,"Ursus arctos",52.43828,-126.21892,2025-04-29,"gbif",225,13.3038461538462,101,18.7500000000001,21.65,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",384,0.7364
97,"Ursus arctos",50.8364568846,-114.7346817172,2020-07-01,"inat",121,6.4961538461539,35,13.2500000000001,16.35,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1652,0.5325
97,"Ursus arctos",50.353523,-122.781375,2026-05-18,"gbif",202,8.58076923076925,145.5,14.55,16.85,2.30000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",858,0.7411
97,"Ursus arctos",50.893525,-122.875892,2025-05-30,"gbif",251,8.12692307692311,90,14.35,16.7500000000001,2.40000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1075,0.3249
97,"Ursus arctos",50.813088178,-114.7740497301,2026-06-05,"inat",124,6.12692307692316,36,13.05,16.15,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1722,0.4893
97,"Ursus arctos horribilis",51.3559461051,-116.0835882958,2026-05-20,"inat",164,4.72692307692313,40.5,13.65,16.65,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1580,0.4972
97,"Ursus arctos",51.242958,-116.653293,2025-05-15,"gbif",237,7.36538461538464,88,16.35,19.35,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1431,0.4279
97,"Ursus arctos horribilis",50.6729090657,-125.7397634631,2025-08-03,"inat",175,12.9269230769231,301,17.2500000000001,20.05,2.79999999999995,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",65,0.8045
97,"Ursus arctos",51.375048,-117.470435,2026-05-25,"gbif",208,6.98846153846159,141.5,15.35,18.35,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1271,0.6798
97,"Ursus arctos",54.6341888889,-130.0152444444,2026-06-05,"inat",116,10.8500000000001,206,15.35,17.65,2.30000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",103,-0.0418
97,"Ursus arctos",52.892579,-117.915862,2025-05-30,"gbif",254,4.78846153846149,31.5,13.35,16.2500000000001,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1593,0.6352
97,"Ursus arctos",56.337554,-129.332651,2025-04-22,"gbif",223,7.44230769230774,83.5,16.05,18.85,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",416,0.6396
97,"Ursus arctos",52.936266,-118.132172,2025-05-18,"gbif",241,4.27307692307693,38.5,12.65,15.55,2.89999999999998,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1628,0.5197
97,"Ursus arctos",50.927063,-116.006186,2026-05-30,"gbif",217,7.38846153846157,54,16.2500000000001,19.2500000000001,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,0.6684
97,"Ursus arctos",52.983153,-117.687403,2025-05-28,"gbif",262,4.82692307692309,25,13.05,15.95,2.90000000000003,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1442,0.6316
97,"Ursus arctos",54.749717,-127.269225,2025-05-25,"gbif",265,6.10384615384618,67.5,13.05,15.85,2.80000000000001,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1130,0.6465
97,"Ursus arctos",51.023556,-115.982029,2026-05-17,"gbif",201,6.93461538461537,46,15.95,19.05,3.09999999999997,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1444,0.5113
97,"Ursus arctos",50.667193,-115.953641,2026-05-12,"gbif",193,6.14230769230767,82,14.55,17.55,3,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1761,0.6921
97,"Ursus arctos",50.674778,-117.630977,2025-05-09,"gbif",233,10.4884615384616,200,18.55,21.65,3.10000000000002,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,0.6998
97,"Ursus arctos",51.776116,-127.805975,2026-05-09,"gbif",196,12.1884615384615,363,14.35,16.55,2.19999999999999,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",301,0.75
98,"Ursus arctos horribilis",50.9070039378,-122.7410691733,2026-06-08,"inat",114,11.7423076923077,72,17.85,20.35,2.5,"Cool Temperate","Moist","Sparsely or Non vegetated","Mountains","Cool Temperate Moist",56,103,5,"Cool Temperate Moist Sparsely or Non vegetated on Mountains","#386705",855,0.4081
100,"Ursus arctos",53.926668,-123.054234,2025-05-03,"gbif",232,9.2423076923078,37,16.7500000000001,19.65,2.89999999999998,"Cool Temperate","Moist","Shrubland","Tablelands","Cool Temperate Moist",124,135,216,"Cool Temperate Moist Shrubland on Tablelands","#7C87D8",721,0.6386
100,"Ursus arctos",53.926668,-123.054234,2025-05-03,"gbif",51,9.2423076923078,37,16.7500000000001,19.65,2.89999999999998,"Cool Temperate","Moist","Shrubland","Tablelands","Cool Temperate Moist",124,135,216,"Cool Temperate Moist Shrubland on Tablelands","#7C87D8",721,0.6386
105,"Ursus arctos",54.5382,-118.670614,2025-05-19,"gbif",55,7.95769230769235,39.5,15.35,18.15,2.80000000000001,"Cool Temperate","Moist","Forest","Hills","Cool Temperate Moist",2,99,1,"Cool Temperate Moist Forest on Hills","#026301",920,0.5942
105,"Ursus arctos",54.5382,-118.670614,2025-05-19,"gbif",236,7.95769230769235,39.5,15.35,18.15,2.80000000000001,"Cool Temperate","Moist","Forest","Hills","Cool Temperate Moist",2,99,1,"Cool Temperate Moist Forest on Hills","#026301",920,0.5942
107,"Ursus arctos",49.421116,-114.164816,2026-05-08,"gbif",189,8.71923076923082,58.5,16.05,19.15,3.10000000000002,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300",1402,0.4539
107,"Ursus arctos",49.042144,-113.807994,2026-05-02,"gbif",187,5.74230769230775,103,13.65,16.65,3,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300",1902,0.6654
107,"Ursus arctos",49.042144,-113.807994,2026-05-02,"gbif",6,5.74230769230775,103,13.65,16.65,3,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300",1902,0.6654
107,"Ursus arctos",49.421116,-114.164816,2026-05-08,"gbif",8,8.71923076923082,58.5,16.05,19.15,3.10000000000002,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300",1402,0.4539
108,"Ursus maritimus",43.8232078552,-79.1861343384,2026-05-22,"inat",275,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8233466667,-79.1851716667,2025-09-14,"inat",319,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8232078552,-79.1861343384,2026-05-22,"inat",161,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8233333333,-79.185,2013-07-21,"inat",283,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8235015869,-79.1851806641,2026-05-22,"inat",274,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8235015869,-79.1851806641,2026-05-22,"inat",160,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.8231034298,-79.1856841185,2026-04-11,"inat",287,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
108,"Ursus maritimus",43.82377,-79.1853416667,2026-05-17,"inat",277,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Settlement","Hills","Cool Temperate Moist",67,109,14,"Cool Temperate Moist Settlement on Hills","#436D0E",141,0.5191
110,"Ursus arctos horribilis",43.8180583333,-79.1933366667,2026-05-17,"inat",180,10.6115384615384,71,20.95,23.95,3,"Cool Temperate","Moist","Cropland","Hills","Cool Temperate Moist",33,144,30,"Cool Temperate Moist Cropland on Hills","#21901E",146,0.6074
110,"Ursus maritimus",43.8206866667,-79.1840033333,2025-08-12,"inat",285,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Cropland","Hills","Cool Temperate Moist",33,144,30,"Cool Temperate Moist Cropland on Hills","#21901E",141,0.5191
110,"Ursus maritimus",43.8206866667,-79.1840033333,2025-11-11,"inat",298,10.5269230769231,71,20.85,23.85,3,"Cool Temperate","Moist","Cropland","Hills","Cool Temperate Moist",33,144,30,"Cool Temperate Moist Cropland on Hills","#21901E",141,0.5191
111,"Ursus maritimus",49.05463378,-81.0168161579,2023-06-04,"inat",284,5.6730769230769,25.5,17.45,20.05,2.59999999999997,"Cool Temperate","Moist","Forest","Plains","Cool Temperate Moist",1,109,0,"Cool Temperate Moist Forest on Plains","#016D00",273,0.4027
111,"Ursus maritimus",49.0519624,-81.0164733,2026-05-04,"inat",282,5.6730769230769,25.5,17.45,20.05,2.59999999999997,"Cool Temperate","Moist","Forest","Plains","Cool Temperate Moist",1,109,0,"Cool Temperate Moist Forest on Plains","#016D00",273,0.4027
116,"Ursus maritimus",49.8683537,-97.2406139,2016-07-18,"inat",312,7.7807692307693,7.5,19.7500000000001,22.55,2.79999999999995,"Cool Temperate","Moist","Cropland","Plains","Cool Temperate Moist",29,153,10,"Cool Temperate Moist Cropland on Plains","#1D990A",235,0.5529
120,"Ursus maritimus",49.8732253467,-97.238553909,2025-09-24,"inat",318,7.7807692307693,7.5,19.7500000000001,22.55,2.79999999999995,"Cool Temperate","Moist","Settlement","Plains","Cool Temperate Moist",78,119,2,"Cool Temperate Moist Settlement on Plains","#4E7702",235,0.5211
120,"Ursus maritimus",49.8729194433,-97.2385169171,2025-12-23,"inat",294,7.7807692307693,7.5,19.7500000000001,22.55,2.79999999999995,"Cool Temperate","Moist","Settlement","Plains","Cool Temperate Moist",78,119,2,"Cool Temperate Moist Settlement on Plains","#4E7702",235,0.5211
137,"Ursus arctos",49.649197,-120.102975,2026-01-16,"gbif",1,5.25769230769231,85.5,10.65,13.85,3.19999999999999,"Cool Temperate","Dry","Forest","Mountains","Cool Temperate Dry",54,113,21,"Cool Temperate Dry Forest on Mountains","#367115",1835,0.5161
137,"Ursus arctos",49.649197,-120.102975,2026-01-16,"gbif",182,5.25769230769231,85.5,10.65,13.85,3.19999999999999,"Cool Temperate","Dry","Forest","Mountains","Cool Temperate Dry",54,113,21,"Cool Temperate Dry Forest on Mountains","#367115",1835,0.5161
137,"Ursus arctos horribilis",51.2121170331,-120.2240785799,2026-06-04,"inat",133,9.87307692307695,70,17.05,20.15,3.10000000000002,"Cool Temperate","Dry","Forest","Mountains","Cool Temperate Dry",54,113,21,"Cool Temperate Dry Forest on Mountains","#367115",1009,0.6816
142,"Ursus arctos",52.938671,-118.041177,2025-01-25,"gbif",40,7.22692307692307,22,15.65,18.55,2.89999999999998,"Cool Temperate","Dry","Grassland","Mountains","Cool Temperate Dry",82,134,31,"Cool Temperate Dry Grassland on Mountains","#52861F",1023,0.3484
142,"Ursus arctos",52.938671,-118.041177,2025-01-25,"gbif",221,7.22692307692307,22,15.65,18.55,2.89999999999998,"Cool Temperate","Dry","Grassland","Mountains","Cool Temperate Dry",82,134,31,"Cool Temperate Dry Grassland on Mountains","#52861F",1023,0.3484
145,"Ursus maritimus",51.9557751159,-106.346771121,2026-02-22,"inat",292,6.79615384615386,8.5,18.35,21.05,2.69999999999999,"Cool Temperate","Dry","Cropland","Plains","Cool Temperate Dry",89,191,56,"Cool Temperate Dry Cropland on Plains","#59BF38",527,0.4138
146,"Ursus arctos",51.634274,-114.406825,2026-04-04,"gbif",184,9.37307692307695,18.5,15.95,18.95,3,"Cool Temperate","Dry","Cropland","Hills","Cool Temperate Dry",97,186,84,"Cool Temperate Dry Cropland on Hills","#61BA54",1093,0.6063
146,"Ursus arctos",51.634274,-114.406825,2026-04-04,"gbif",3,9.37307692307695,18.5,15.95,18.95,3,"Cool Temperate","Dry","Cropland","Hills","Cool Temperate Dry",97,186,84,"Cool Temperate Dry Cropland on Hills","#61BA54",1093,0.6063
154,"Ursus maritimus",51.0457111667,-114.0211945,2024-04-29,"inat",310,10.373076923077,19.5,16.7500000000001,19.7500000000001,3,"Cool Temperate","Dry","Settlement","Hills","Cool Temperate Dry",122,154,61,"Cool Temperate Dry Settlement on Hills","#7A9A3D",1060,0.3308
